Ano;Escola;RA;Ofício Sisconep;Mês de indicação;GND;Valor Indicado;Valor empenhado;Valor pago;COL10;Destinação;CRE;O que foi/será realizado?;Pago em:;Observação;Ordem Bancária;Data de Pagamento;Link Fotos;Escola_Padrao
2024.0;CED 07 DO GAMA;Gama;10975.0;;Custeio;20000.0;20000.0;20000.0;;ESCOLA;CRE GAMA;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CED 07 DO GAMA
2024.0;CED CASA GRANDE;Gama;10975.0;;Custeio;20000.0;20000.0;20000.0;;ESCOLA;CRE GAMA;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CED Casa Grande
2024.0;CEM 03 DO GAMA;Gama;10975.0;;Custeio;20000.0;20000.0;20000.0;;ESCOLA;CRE GAMA;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEM 03 DO GAMA
2024.0;CED 06 DO GAMA;Gama;10975.0;;Custeio;20000.0;20000.0;20000.0;;ESCOLA;CRE GAMA;;2024-09-24 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CED 06 do Gama
2024.0;CEM 414 DE SAMAMBAIA;Samambaia;10975.0;;Custeio;50000.0;50000.0;50000.0;;ESCOLA;CRE SAMAMBAIA;Revitalização de laboratórios de Ciências;2024-09-17 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEM 414 de Samambaia
2024.0;CED 619 DE SAMAMBAIA;Samambaia;10975.0;;Custeio;50000.0;50000.0;50000.0;;ESCOLA;CRE SAMAMBAIA;Revitalização de laboratórios de Ciências;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CED 619 DE SAMAMBAIA
2024.0;EC 303 DE SAMAMBAIA;Samambaia;10975.0;;Custeio;30000.0;30000.0;30000.0;;CRE;CRE SAMAMBAIA;;2024-09-20 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC 303 DE SAMAMBAIA
2024.0;EC 410 DE SAMAMBAIA;Samambaia;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE SAMAMBAIA;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC 410 DE SAMAMBAIA
2024.0;CRE GUARÁ;Guará;10975.0;;Custeio;60000.0;60000.0;60000.0;;ESCOLA;CRE GUARÁ;Projeto CAPOESCO;2024-09-20 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CRE GUARÁ
2024.0;CED 01 DO GUARA;Guará;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE GUARÁ;;2024-09-27 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CED 01 do Guará
2024.0;EC 07 DO GUARA;Guará;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE GUARÁ;;2024-09-20 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC 07 do Guará
2024.0;CED 03 DO GUARA;Guará;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE GUARÁ;;2024-12-20 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CED 03 DO GUARA
2024.0;CRE TAGUATINGA;Taguatinga;10975.0;;Custeio;30000.0;30000.0;30000.0;;CRE;CRE TAGUATINGA;;2024-09-20 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CRE TAGUATINGA
2024.0;ESC MENINOS E MENINAS DO PARQUE;Plano Piloto;10975.0;;Custeio;50000.0;50000.0;50000.0;;ESCOLA;CRE PLANO PILOTO;;2024-09-27 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;Escola Meninos e Meninas do Parque
2024.0;CEI 01 DE SAO SEBASTIAO;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;CRE;CRE SÃO SEBASTIÃO;;2024-09-20 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEI 01 DE SAO SEBASTIAO
2024.0;CEI 03 DE SAO SEBASTIAO;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEI 03 DE SAO SEBASTIAO
2024.0;CEI 05 DE SAO SEBASTIAO;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEI 05 DE SAO SEBASTIAO
2024.0;CEI PARQUE DOS IPES;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEI PARQUE DOS IPES
2024.0;CIL 01 DE SAO SEBASTIAO;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-09-20 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CIL 01 DE SAO SEBASTIAO
2024.0;CAIC UNESCO;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CAIC UNESCO
2024.0;EC AGROVILA SAO SEBASTIAO;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC AGROVILA SAO SEBASTIAO
2024.0;EC VILA NOVA;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;CRE;CRE SÃO SEBASTIÃO;;2024-09-20 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC VILA NOVA
2024.0;EC VILA DO BOA;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-09-17 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC VILA DO BOA
2024.0;EC VILA DO BOA;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;CRE;CRE SÃO SEBASTIÃO;;2024-09-20 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC VILA DO BOA
2024.0;EC DOM BOSCO;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC DOM BOSCO
2024.0;EC CERAMICA DA BENCAO;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC CERAMICA DA BENCAO
2024.0;EC CACHOEIRINHA;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC CACHOEIRINHA
2024.0;EC BELA VISTA;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-09-17 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC BELA VISTA
2024.0;EC AGUILHADA;São Sebastião;10975.0;;Custeio;50000.0;50000.0;50000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC AGUILHADA
2024.0;EC 104 DE SAO SEBASTIAO;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC 104 DE SAO SEBASTIAO
2024.0;EC 303 DE SAO SEBASTIAO;São Sebastião;10975.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC 303 DE SAO SEBASTIAO
2024.0;CEM 09 DE CEILANDIA;Ceilândia;11797.0;;Custeio;15000.0;15000.0;15000.0;;ESCOLA;CRE CEILÂNDIA;;2024-09-20 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEM 09 de Ceilândia
2024.0;CEM 03 DE CEILANDIA;Ceilândia;11797.0;;Custeio;78000.0;78000.0;78000.0;;CRE;CRE CEILÂNDIA;;2024-09-20 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEM 03 DE CEILANDIA
2024.0;EC 59 DE CEILANDIA;Ceilândia;11797.0;;Custeio;25000.0;25000.0;25000.0;;ESCOLA;CRE CEILÂNDIA;;2024-09-27 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC 59 de Ceilândia
2024.0;CEF 27 DE CEILANDIA;Ceilândia;11797.0;;Custeio;20000.0;20000.0;20000.0;;ESCOLA;CRE CEILÂNDIA;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEF 27 de Ceilândia
2024.0;CEF 20 DE CEILANDIA;Ceilândia;11797.0;;Custeio;20000.0;20000.0;20000.0;;ESCOLA;CRE CEILÂNDIA;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEF 20 DE CEILANDIA
2024.0;CEM 12 DE CEILANDIA;Ceilândia;11797.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE CEILÂNDIA;Projeto Hip Hop;2024-09-20 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEM 12 de Ceilândia
2024.0;CEM 09 DE CEILANDIA;Ceilândia;11797.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE CEILÂNDIA;Projeto Hip Hop;2024-09-20 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEM 09 de Ceilândia
2024.0;CEM 03 DE CEILANDIA;Ceilândia;11797.0;;Custeio;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-09-20 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEM 03 DE CEILANDIA
2024.0;CEM 02 DE CEILANDIA;Ceilândia;11797.0;;Custeio;20000.0;;;;ESCOLA;CRE CEILÂNDIA;;INADIMPLENTE;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEM 02 de Ceilândia
2024.0;CEM 04 DE CEILANDIA;Ceilândia;11797.0;;Custeio;20000.0;20000.0;20000.0;;ESCOLA;CRE CEILÂNDIA;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEM 04 de Ceilândia
2024.0;EC JUSCELINO KUBITSCHEK - SOL NASCENTE;Sol Nascente/Pôr do Sol;11797.0;;Custeio;20000.0;;;;ESCOLA;CRE CEILÂNDIA;;INADIMPLENTE;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC JUSCELINO KUBITSCHEK SOL NASCENTE
2024.0;CEM 04 DE SOBRADINHO;Sobradinho;11797.0;;Custeio;40000.0;40000.0;40000.0;;ESCOLA;CRE SOBRADINHO;Projeto Pedagoginga;2024-09-27 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEM 04 DE SOBRADINHO
2024.0;EC 18 DO GAMA;Gama;11797.0;;Custeio;50000.0;50000.0;50000.0;;ESCOLA;CRE GAMA;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC 18 do Gama
2024.0;CEF 10 DO GAMA;Gama;11797.0;;Custeio;40000.0;40000.0;40000.0;;ESCOLA;CRE GAMA;;2024-09-24 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEF 10 do Gama
2024.0;EC 10 DE SOBRADINHO;Sobradinho;11797.0;;Custeio;62000.0;62000.0;62000.0;;ESCOLA;CRE SOBRADINHO;;2024-09-23 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC 10 DE SOBRADINHO
2024.0;CEM 404 DE SANTA MARIA;Santa Maria;11797.0;;Custeio;10000.0;10000.0;10000.0;;ESCOLA;CRE SANTA MARIA;;2024-09-17 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEM 404 DE SANTA MARIA
2024.0;CEM 417 DE SANTA MARIA;Santa Maria;11797.0;;Custeio;10000.0;10000.0;10000.0;;ESCOLA;CRE SANTA MARIA;;2024-11-14 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;CEM 417 DE SANTA MARIA
2024.0;EC 17 DE TAGUATINGA;Taguatinga;11797.0;;Custeio;20000.0;20000.0;20000.0;;ESCOLA;CRE TAGUATINGA;;2024-09-17 00:00:00;Portaria nº 1.107, de 3 de setembro de 2024;;;;EC 17 DE TAGUATINGA
2024.0;CEM 02 DE CEILANDIA;Ceilândia;12829.0;;Custeio;50000.0;50000.0;50000.0;;ESCOLA;CRE CEILÂNDIA;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;CEM 02 de Ceilândia
2024.0;CED SAO JOSE;São Sebastião;12829.0;;Custeio;50000.0;50000.0;50000.0;;CRE;CRE SÃO SEBASTIÃO;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;CED SAO JOSE
2024.0;CEF PONTE ALTA DO BAIXO;Gama;12829.0;;Custeio;30000.0;30000.0;30000.0;;ESCOLA;CRE GAMA;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;CEF PONTE ALTA DO BAIXO
2024.0;CEM 02 DE CEILANDIA;Ceilândia;12830.0;;Capital;120000.0;120000.0;120000.0;;ESCOLA;CRE CEILÂNDIA;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;CEM 02 de Ceilândia
2024.0;CED INCRA 09;Ceilândia;12830.0;;Capital;50000.0;50000.0;50000.0;;ESCOLA;CRE CEILÂNDIA;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;CED INCRA 09
2024.0;CEF BOA ESPERANCA;Ceilândia;12830.0;;Capital;50000.0;50000.0;50000.0;;ESCOLA;CRE CEILÂNDIA;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;CEF BOA ESPERANCA
2024.0;EC CORREGO DAS CORUJAS;Sol Nascente/Pôr do Sol;12830.0;;Capital;50000.0;50000.0;50000.0;;ESCOLA;CRE CEILÂNDIA;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;EC CORREGO DAS CORUJAS
2024.0;EC JIBOIA;Ceilândia;12830.0;;Capital;50000.0;50000.0;50000.0;;ESCOLA;CRE CEILÂNDIA;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;EC JIBOIA
2024.0;EC LAJES DA JIBOIA;Ceilândia;12830.0;;Capital;50000.0;50000.0;50000.0;;ESCOLA;CRE CEILÂNDIA;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;EC LAJES DA JIBOIA
2024.0;EC GUARIROBA;Samambaia;12830.0;;Capital;50000.0;50000.0;50000.0;;ESCOLA;CRE SAMAMBAIA;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;EC Guariroba
2024.0;CED SAO JOSE;São Sebastião;12830.0;;Capital;180000.0;180000.0;180000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;CED SAO JOSE
2024.0;CEF NOVA BETANIA;São Sebastião;12830.0;;Capital;50000.0;50000.0;50000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;CEF NOVA BETANIA
2024.0;EC AGUILHADA;São Sebastião;12830.0;;Capital;50000.0;50000.0;50000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;EC AGUILHADA
2024.0;EC CACHOEIRINHA;São Sebastião;12830.0;;Capital;50000.0;50000.0;50000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;EC CACHOEIRINHA
2024.0;EC SAO BARTOLOMEU;São Sebastião;12830.0;;Capital;50000.0;50000.0;50000.0;;ESCOLA;CRE SÃO SEBASTIÃO;;2024-11-12 00:00:00;Portaria nº 1.470, de 21 de novembro de 2024;;;;EC SAO BARTOLOMEU
2024.0;CEM 09 DE CEILANDIA;Ceilândia;11796.0;;Capital;50000.0;50000.0;50000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEM 09 de Ceilândia
2024.0;CEM 03 DE CEILANDIA;Ceilândia;11796.0;;Capital;100000.0;100000.0;100000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEM 03 DE CEILANDIA
2024.0;CED 15 DE CEILANDIA;Ceilândia;11796.0;;Capital;100000.0;100000.0;100000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CED 15 DE CEILANDIA
2024.0;CED 11 DE CEILANDIA;Ceilândia;11796.0;;Capital;50000.0;50000.0;50000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CED 11 DE CEILANDIA
2024.0;EC 59 DE CEILANDIA;Ceilândia;11796.0;;Capital;25000.0;25000.0;25000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;EC 59 de Ceilândia
2024.0;CEF 27 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF 27 de Ceilândia
2024.0;CEF 16 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF 16 DE CEILANDIA
2024.0;EC 27 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;EC 27 DE CEILANDIA
2024.0;EC 65 DE CEILANDIA;Sol Nascente/Pôr do Sol;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;EC 65 DE CEILANDIA
2024.0;EC 66 DE CEILANDIA;Sol Nascente/Pôr do Sol;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;EC 66 DE CEILANDIA
2024.0;CAIC BERNARDO SAYAO;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CAIC Bernardo Sayão
2024.0;EP ANISIO TEIXEIRA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;EP ANISIO TEIXEIRA
2024.0;CED 07 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CED 07 DE CEILANDIA
2024.0;CEI 01 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEI 01 DE CEILANDIA
2024.0;CED 14 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CED 14 DE CEILANDIA
2024.0;CED 16 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CED 16 DE CEILANDIA
2024.0;CEE 01 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEE 01 DE CEILANDIA
2024.0;CEE 02 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEE 02 DE CEILANDIA
2024.0;CEF 07 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF 07 DE CEILANDIA
2024.0;CEF 10 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF 10 DE CEILANDIA
2024.0;CEF 11 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF 11 DE CEILANDIA
2024.0;CEF 12 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF 12 DE CEILANDIA
2024.0;CEF 13 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF 13 de Ceilândia
2024.0;CEM 04 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEM 04 de Ceilândia
2024.0;CEM 10 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEM 10 DE CEILANDIA
2024.0;CEM 12 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEM 12 de Ceilândia
2024.0;EC 15 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;EC 15 de Ceilândia
2024.0;CEF 30 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF 30 DE CEILANDIA
2024.0;CEF PROF MARIA DO ROSARIO GONDIM DA SILVA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF Professora Maria do Rosário Gondim da Silva
2024.0;EC 50 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;EC 50 de Ceilândia
2024.0;CIL DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CIL DE CEILANDIA
2024.0;CAIC PROF ANISIO TEIXEIRA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CAIC PROFESSOR ANÍSIO TEIXEIRA
2024.0;CEF 02 DE CEILANDIA;Ceilândia;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE CEILÂNDIA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF 02 DE CEILANDIA
2024.0;CEP - ESC TECNICA DE PLANALTINA;Planaltina;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE PLANALTINA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEP ESCOLA TECNICA DE PLANALTINA
2024.0;CAIC ASSIS CHATEAUBRIAND;Planaltina;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE PLANALTINA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CAIC ASSIS CHATEAUBRIAND
2024.0;CEF 02 DO ARAPOANGA;Planaltina;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE PLANALTINA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF 02 do Arapoanga
2024.0;CEF 04 DE PLANALTINA;Planaltina;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE PLANALTINA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF 04 DE PLANALTINA
2024.0;CEF ARAPOANGA;Planaltina;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE PLANALTINA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF ARAPOANGA
2024.0;CEF BONSUCESSO;Planaltina;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE PLANALTINA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF BONSUCESSO
2024.0;CEF JUSCELINO KUBITSCHEK;Planaltina;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE PLANALTINA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEF JUSCELINO KUBITSCHEK
2024.0;CEI PALMEIRAS;Planaltina;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE PLANALTINA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEI PALMEIRAS
2024.0;CEI PIPIRIPAU;Planaltina;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE PLANALTINA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CEI PIPIRIPAU
2024.0;CED AGUAS DO CERRADO (CEDAC);Planaltina;11796.0;;Capital;20000.0;20000.0;20000.0;;CRE;CRE PLANALTINA;;2024-12-27 00:00:00;Portaria nº 1.733, de 19 de dezembro de 2024;;;;CED AGUAS DO CERRADO CEDAC
